id,name,city,country,league,conference,founded_year,arena,capacity,head_coach,nickname,image_url,website,description,ranking,category,titles,playoff_appearances,market_value,current_season_record,star_player,owner,general_manager,honors_json,last_updated
4375,2023 WNBA Finals,the United States,the United States,the United States Basketball Leagues,Western,1961,2023 WNBA Finals Arena,18307,TBD,Finals,,https://en.wikipedia.org/wiki/2023_WNBA_Finals,"The 2023 WNBA Finals, officially the WNBA Finals 2023 presented by YouTube TV for sponsorship reasons, was the best-of-five championship series for the 2023 season of the Women's National Basketball Association (WNBA). The finals featured the first-seeded Las Vegas Aces facing off against the second-seeded New York Liberty. The Aces defeated the Liberty in 4 games, winning their second WNBA Championship in a row. The Aces became the first team in twenty one years, and only the third in history to repeat as WNBA Champions.",2365,women,9,11,€7M,26-30,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 9}",2026-05-12T23:54:15.186921+00:00
3760,Uganda men's national under-16 basketball team,Uganda,Uganda,Uganda Basketball Leagues,Western,1961,Uganda men's national under-16 basketball team Arena,7613,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Flag_of_Uganda.svg/330px-Flag_of_Uganda.svg.png,https://en.wikipedia.org/wiki/Uganda_men's_national_under-16_basketball_team,"The Uganda men's national under-16 basketball team is a national basketball team of Uganda, administered by the Federation of Uganda Basketball Association also called FUBA. It represents Uganda in international under-16 men's basketball competitions. It is also called the Junior Silverbacks.",2280,men,2,26,€2M,23-18,TBD,TBD,TBD,"{""Uganda Basketball Leagues Titles"": 2}",2026-05-12T23:28:39.768986+00:00
4383,2016 WNBA Finals,the United States,the United States,the United States Basketball Leagues,Eastern,2010,2016 WNBA Finals Arena,8987,TBD,Finals,,https://en.wikipedia.org/wiki/2016_WNBA_Finals,No description available.,3514,women,7,17,€4M,13-15,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 7}",2026-05-12T23:54:38.183246+00:00
4387,Sparks–Shock brawl,the United States,the United States,the United States Basketball Leagues,Eastern,1959,Sparks–Shock brawl Arena,15819,TBD,brawl,,https://en.wikipedia.org/wiki/Sparks–Shock_brawl,No description available.,4086,women,4,30,€4M,12-21,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 4}",2026-05-12T23:54:47.488175+00:00
4391,2011 WNBA Finals,the United States,the United States,the United States Basketball Leagues,Western,1983,2011 WNBA Finals Arena,8333,TBD,Finals,,https://en.wikipedia.org/wiki/2011_WNBA_Finals,No description available.,1601,women,8,37,€5M,22-24,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 8}",2026-05-12T23:54:59.384766+00:00
4395,Minnesota Lynx accomplishments and records,the United States,the United States,the United States Basketball Leagues,Western,2006,Minnesota Lynx accomplishments and records Arena,14227,TBD,records,,https://en.wikipedia.org/wiki/Minnesota_Lynx_accomplishments_and_records,"
This page details the all-time statistics, records, and other achievements pertaining to the Minnesota Lynx.",2754,women,6,9,€1M,18-23,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 6}",2026-05-12T23:55:07.660507+00:00
4399,1997 WNBA Championship,the United States,the United States,the United States Basketball Leagues,Eastern,2007,1997 WNBA Championship Arena,16419,TBD,Championship,https://upload.wikimedia.org/wikipedia/en/5/58/1997_WNBA_Finals_logo.png,https://en.wikipedia.org/wiki/1997_WNBA_Championship,"The 1997 WNBA Championship was the championship game of the 1997 WNBA season, and the conclusion of the season's playoffs. The Houston Comets, top-seeded team of the league, defeated the New York Liberty, second-seeded team, 65-51 to win the league's inaugural championship.",2492,women,10,34,€16M,28-24,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 10}",2026-05-12T23:55:20.351211+00:00
4403,Gordon Deal,the United States,the United States,the United States Basketball Leagues,Eastern,1997,Gordon Deal Arena,9559,TBD,Deal,,https://en.wikipedia.org/wiki/Gordon_Deal,No description available.,624,women,5,20,€5M,11-18,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 5}",2026-05-12T23:55:28.475847+00:00
4407,2025 New York Liberty season,the United States,the United States,the United States Basketball Leagues,Eastern,1959,2025 New York Liberty season Arena,5319,TBD,season,,https://en.wikipedia.org/wiki/2025_New_York_Liberty_season,No description available.,4257,women,10,12,€16M,20-21,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 10}",2026-05-12T23:55:36.487695+00:00
4411,Westchester County Center,the United States,the United States,the United States Basketball Leagues,Western,2000,Westchester County Center Arena,14358,TBD,Center,,https://en.wikipedia.org/wiki/Westchester_County_Center,No description available.,4289,women,7,5,€3M,29-29,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 7}",2026-05-12T23:55:43.599461+00:00
4415,Mortgage Matchup Center,the United States,the United States,the United States Basketball Leagues,Western,1959,Mortgage Matchup Center Arena,5185,TBD,Center,,https://en.wikipedia.org/wiki/Mortgage_Matchup_Center,No description available.,644,women,5,9,€9M,14-11,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 5}",2026-05-12T23:55:59.573483+00:00
1380,BC Dinamo Tbilisi in international competitions,Georgia (country),Georgia (country),Georgia (country) Basketball Leagues,Western,1988,BC Dinamo Tbilisi in international competitions Arena,5223,TBD,competitions,,https://en.wikipedia.org/wiki/BC_Dinamo_Tbilisi_in_international_competitions,BC Dinamo Tbilisi history and statistics in FIBA Europe and Euroleague Basketball (company) competitions.,4773,men,3,16,€10M,21-13,TBD,TBD,TBD,"{""Georgia (country) Basketball Leagues Titles"": 3}",2026-05-13T20:22:06.758388+00:00
1932,FC Internazionale Milano (basketball),Italy,Italy,Italy Basketball Leagues,Western,2014,FC Internazionale Milano (basketball) Arena,6220,TBD,(basketball),,https://en.wikipedia.org/wiki/FC_Internazionale_Milano_(basketball),No description available.,2280,men,8,26,€14M,14-12,TBD,TBD,TBD,"{""Italy Basketball Leagues Titles"": 8}",2026-05-13T20:27:22.902422+00:00
3702,Mersin Büyükşehir Belediyesi S.K.,Turkey,Turkey,Turkey Basketball Leagues,Eastern,1958,Mersin Büyükşehir Belediyesi S.K. Arena,14664,TBD,S.K.,https://upload.wikimedia.org/wikipedia/en/6/67/Mersin_BB_logo.png,https://en.wikipedia.org/wiki/Mersin_Büyükşehir_Belediyesi_S.K.,"Mersin Büyükşehir Belediyesi SK, also known simply as Mersin BB, was a professional basketball team based in the city of Mersin in Turkey. Their home arena was the Edip Buran Arena with a capacity of 1,750 seats. The team played in the Turkish Basketball First League (TBL) before it dissolved in 2018.",3747,men,4,28,€8M,25-10,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 4}",2026-05-12T23:27:12.280294+00:00
3781,Ukraine women's national under-16 basketball team,Ukraine,Ukraine,Ukraine Basketball Leagues,Western,1987,Ukraine women's national under-16 basketball team Arena,5943,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/330px-Flag_of_Ukraine.svg.png,https://en.wikipedia.org/wiki/Ukraine_women's_national_under-16_basketball_team,"The Ukraine women's national under-16 basketball team is a national basketball team of Ukraine, administered by the Basketball Federation of Ukraine. It represents the country in international under-16 women's basketball competitions.",4765,men,10,38,€5M,24-10,TBD,TBD,TBD,"{""Ukraine Basketball Leagues Titles"": 10}",2026-05-12T23:29:18.097727+00:00
3783,Ukraine women's national under-20 basketball team,Ukraine,Ukraine,Ukraine Basketball Leagues,Eastern,2000,Ukraine women's national under-20 basketball team Arena,19423,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/330px-Flag_of_Ukraine.svg.png,https://en.wikipedia.org/wiki/Ukraine_women's_national_under-20_basketball_team,"The Ukraine women's national under-20 basketball team is a national basketball team of Ukraine, administered by the Basketball Federation of Ukraine. It represents the country in international under-20 women's basketball competitions.",4499,men,9,39,€5M,18-19,TBD,TBD,TBD,"{""Ukraine Basketball Leagues Titles"": 9}",2026-05-12T23:29:22.535815+00:00
3795,BC Khimik,Ukraine,Ukraine,Ukraine Basketball Leagues,Eastern,1967,BC Khimik Arena,7456,TBD,Khimik,https://upload.wikimedia.org/wikipedia/en/6/60/BC_Khimik_logo.png,https://en.wikipedia.org/wiki/BC_Khimik,"Khimik Yuzhne is a Ukrainian professional basketball club that is based in Pivdenne. The club plays in the Ukrainian Basketball SuperLeague. In 2006, the club reached the final of the EuroCup Challenge, where they were defeated by Ural Great Perm.",4296,men,9,36,€8M,10-30,TBD,TBD,TBD,"{""Ukraine Basketball Leagues Titles"": 9}",2026-05-12T23:30:08.593125+00:00
3805,United Arab Emirates men's national under-17 basketball team,the United Arab Emirates,the United Arab Emirates,the United Arab Emirates Basketball Leagues,Eastern,1960,United Arab Emirates men's national under-17 basketball team Arena,10107,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_United_Arab_Emirates.svg/330px-Flag_of_the_United_Arab_Emirates.svg.png,https://en.wikipedia.org/wiki/United_Arab_Emirates_men's_national_under-17_basketball_team,No description available.,740,men,3,5,€11M,14-17,TBD,TBD,TBD,"{""the United Arab Emirates Basketball Leagues Titles"": 3}",2026-05-12T23:30:36.810555+00:00
4185,England women's national basketball team,the United Kingdom,the United Kingdom,the United Kingdom Basketball Leagues,Eastern,1998,England women's national basketball team Arena,19072,TBD,team,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/England_Basketball_logo.svg/330px-England_Basketball_logo.svg.png,https://en.wikipedia.org/wiki/England_women's_national_basketball_team,"The England women's national basketball team represents England in international basketball competitions. The team is organized by England Basketball, the sport's governing body in England. In 2005 England, along with the basketballscotland and their counterparts in Wales combined forces to form the Great Britain women's national basketball team, with the target goal to field a competitive team capable of winning medals at the London 2012 summer Olympics.",5056,men,2,11,€10M,14-14,TBD,TBD,TBD,"{""the United Kingdom Basketball Leagues Titles"": 2}",2026-05-12T23:31:09.939740+00:00
4187,City of Sheffield Hatters,the United Kingdom,the United Kingdom,the United Kingdom Basketball Leagues,Eastern,1970,City of Sheffield Hatters Arena,18565,TBD,Hatters,,https://en.wikipedia.org/wiki/City_of_Sheffield_Hatters,"The Sheffield Hatters are a women's basketball club from Sheffield, England. The club have been mainstays of the women's game in England for many years, having celebrated their 50th anniversary in 2011, and were founder members of the professional Women's British Basketball League, which launched in 2014. They currently play in the new competition, launching in 2024 called Super League Basketball which is the new top competition for women’s basketball in Great Britain, and a direct predecessor to the WBBL.",513,men,5,15,€9M,19-26,TBD,TBD,TBD,"{""the United Kingdom Basketball Leagues Titles"": 5}",2026-05-12T23:31:15.627725+00:00
4189,Essex Rebels,the United Kingdom,the United Kingdom,the United Kingdom Basketball Leagues,Western,1961,Essex Rebels Arena,18671,TBD,Rebels,https://upload.wikimedia.org/wikipedia/en/0/05/Essex-Rebels-400.png,https://en.wikipedia.org/wiki/Essex_Rebels,"The Essex Rebels are a basketball club from Colchester, Essex. The Rebels' women's team compete in the Super League Basketball, the top-level women's basketball league in Great Britain. After competing in the NBL as the Essex Blades, the Rebels moved into the professional ranks of the WBBL at the start of the 2018-19 season.",192,men,0,40,€1M,19-17,TBD,TBD,TBD,"{""the United Kingdom Basketball Leagues Titles"": 0}",2026-05-12T23:31:22.325353+00:00
4191,Leeds Force (women),the United Kingdom,the United Kingdom,the United Kingdom Basketball Leagues,Western,1994,Leeds Force (women) Arena,17024,TBD,(women),,https://en.wikipedia.org/wiki/Leeds_Force_(women),"Leeds Force is an English women's basketball club based in Leeds, West Yorkshire, playing in the Women's British Basketball League. They play their home games at the Carnegie Sports Centre, located on the Headingley Campus of Leeds Metropolitan University in Beckett Park.",1044,men,5,19,€13M,23-16,TBD,TBD,TBD,"{""the United Kingdom Basketball Leagues Titles"": 5}",2026-05-12T23:31:26.658735+00:00
4193,London Lions (women),the United Kingdom,the United Kingdom,the United Kingdom Basketball Leagues,Eastern,1968,London Lions (women) Arena,12125,TBD,(women),https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/London_Lions_logo_%282021%29.png/330px-London_Lions_logo_%282021%29.png,https://en.wikipedia.org/wiki/London_Lions_(women),"The London Lions are an English women's basketball team based in Barking, London that compete in the Super League Basketball, the top league of British women's basketball.",2209,men,3,28,€8M,26-22,TBD,TBD,TBD,"{""the United Kingdom Basketball Leagues Titles"": 3}",2026-05-12T23:31:30.978603+00:00
4195,Nottingham Wildcats,the United Kingdom,the United Kingdom,the United Kingdom Basketball Leagues,Eastern,1962,Nottingham Wildcats Arena,5278,TBD,Wildcats,,https://en.wikipedia.org/wiki/Nottingham_Wildcats,No description available.,4827,men,1,37,€15M,22-20,TBD,TBD,TBD,"{""the United Kingdom Basketball Leagues Titles"": 1}",2026-05-12T23:31:36.798381+00:00
4197,Sevenoaks Suns,the United Kingdom,the United Kingdom,the United Kingdom Basketball Leagues,Eastern,1996,Sevenoaks Suns Arena,15360,TBD,Suns,,https://en.wikipedia.org/wiki/Sevenoaks_Suns,No description available.,2309,men,0,7,€13M,26-26,TBD,TBD,TBD,"{""the United Kingdom Basketball Leagues Titles"": 0}",2026-05-12T23:31:41.109124+00:00
4376,2025 WNBA Finals,the United States,the United States,the United States Basketball Leagues,Western,2011,2025 WNBA Finals Arena,12332,TBD,Finals,,https://en.wikipedia.org/wiki/2025_WNBA_Finals,"The 2025 WNBA Finals, officially the WNBA Finals 2025 presented by YouTube TV for sponsorship reasons, was the best-of-seven championship series for the 2025 season of the Women's National Basketball Association (WNBA). This was the first year that the league used the best-of-seven format, after using a best-of-five format since 2005.",2564,women,8,19,€11M,19-16,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 8}",2026-05-12T23:54:16.894410+00:00
4184,England men's national basketball team,the United Kingdom,the United Kingdom,the United Kingdom Basketball Leagues,Western,1952,England men's national basketball team Arena,15903,TBD,team,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/England_Basketball_logo.svg/330px-England_Basketball_logo.svg.png,https://en.wikipedia.org/wiki/England_men's_national_basketball_team,"The England national basketball team is organised by Basketball England, the sport's governing body in England. England's direct membership of FIBA ended in September 2016, when its national teams were merged into Great Britain teams, so England no longer play in FIBA competitions. England competed in the 2018 Commonwealth Games, finishing in fifth place.",4122,men,1,31,€3M,24-20,TBD,TBD,TBD,"{""the United Kingdom Basketball Leagues Titles"": 1}",2026-05-12T23:33:27.982406+00:00
4380,2001 WNBA Championship,the United States,the United States,the United States Basketball Leagues,Western,1986,2001 WNBA Championship Arena,18080,TBD,Championship,,https://en.wikipedia.org/wiki/2001_WNBA_Championship,No description available.,685,women,8,18,€6M,21-24,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 8}",2026-05-12T23:54:29.233291+00:00
4384,2017 WNBA Finals,the United States,the United States,the United States Basketball Leagues,Eastern,1987,2017 WNBA Finals Arena,8422,TBD,Finals,,https://en.wikipedia.org/wiki/2017_WNBA_Finals,No description available.,4859,women,3,15,€3M,20-19,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 3}",2026-05-12T23:54:39.524563+00:00
4388,Toyota Sports Performance Center,the United States,the United States,the United States Basketball Leagues,Western,1977,Toyota Sports Performance Center Arena,17038,TBD,Center,,https://en.wikipedia.org/wiki/Toyota_Sports_Performance_Center,No description available.,4935,women,8,21,€6M,29-10,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 8}",2026-05-12T23:54:49.048131+00:00
